"","batter","PA","OPS","year","fullname","birthdate"
"4522",58850,59,0.564582,2013,"Donald Lutz","1989-02-06"
"4523",58877,4,0.25,2013,"Kyle Skipworth","1990-03-01"
"4524",58880,106,0.612158,2013,"Dee Gordon","1988-04-22"
"4525",49600,5,0,2013,"Casper Wells","1984-11-23"
"4526",49622,446,0.611204,2013,"Pedro Florimon","1986-12-10"
"4527",49545,12,0.621212,2013,"Adam Rosales","1983-05-20"
"4528",49600,71,0.40717,2013,"Casper Wells","1984-11-23"
"4529",22578,28,0.293956,1986,"Rene Gonzales","1960-09-03"
"4530",28977,29,0.630345,1983,"Bob Skube","1957-10-08"
"4531",29111,167,0.530969,1983,"Ray Smith","1955-09-18"
"4532",29317,598,0.660766,1983,"Dave Stapleton","1954-01-16"
"4533",29348,14,1.11688,1983,"John Stefero","1959-09-22"
"4534",29349,65,0.499855,1983,"Dave Stegman","1954-01-30"
"4535",29656,265,0.527631,1983,"Rick Sweet","1952-09-07"
"4536",29680,492,0.779221,1983,"Pat Tabler","1958-02-02"
"4537",29813,82,0.863462,1983,"Tim Teufel","1958-07-07"
"4538",21733,9,0.625,1980,"Lenny Faedo","1960-05-13"
"4539",18158,262,0.555552,1985,"Gerald Perry","1960-10-30"
"4540",21703,106,0.747773,1981,"Barry Evans","1955-11-30"
"4541",31105,599,0.681589,1982,"George Wright","1958-12-22"
"4542",31066,225,0.645506,1982,"Al Woods","1953-08-08"
"4543",30781,90,0.408795,1982,"Rob Wilfong","1953-09-01"
"4544",30634,19,0.449122,1982,"Dennis Werth","1952-12-29"
"4545",45382,344,0.692809,2012,"Joaquin Arias","1984-09-21"
"4546",45387,20,0.255263,2012,"Jeff Baker","1981-06-21"
"4547",45387,144,0.753317,2012,"Jeff Baker","1981-06-21"
"4548",45390,261,0.777379,2012,"Roger Bernadina","1984-06-12"
"4549",45394,703,0.7391,2012,"Michael Bourn","1982-12-27"
"4550",45397,501,0.90634,2012,"Melky Cabrera","1984-08-11"
"4551",45407,30,0.305747,2012,"Blake DeWitt","1985-08-20"
"4552",45422,321,0.736868,2012,"Jesus Guzman","1984-06-14"
"4553",24883,224,0.775664,1987,"Rick Leach","1957-05-04"
"4554",24925,295,0.930391,1983,"Joe Lefebvre","1956-02-22"
"4555",24798,8,0.875,1983,"Jody Lansford","1961-01-15"
"4556",17380,30,0.411904,1989,"Hensley Meulens","1967-06-23"
"4557",17401,696,0.817637,1989,"Paul Molitor","1956-08-22"
"4558",29907,75,0.586111,1985,"Lou Thornton","1963-04-26"
"4559",26066,16,0.8125,1987,"Francisco Melendez","1964-01-25"
"4560",26261,239,0.701563,1987,"Eddie Milner","1955-05-21"
"4561",25632,16,0.191667,1987,"Len Matuszek","1954-09-27"
"4562",24859,29,0.298571,1987,"Tom Lawless","1956-12-19"
"4563",24856,492,0.768957,1987,"Vance Law","1956-10-01"
"4564",24774,57,0.518246,1987,"Tito Landrum","1954-10-25"
"4565",16689,172,0.61953,1988,"Brady Anderson","1964-01-18"
"4566",31092,3,0,1983,"Ron Wotus","1961-03-03"
"4567",30929,663,0.666317,1983,"Mookie Wilson","1956-02-09"
"4568",30769,585,0.684337,1983,"Alan Wiggins","1958-02-17"
"4569",49829,435,0.778837,2011,"Wilson Ramos","1987-08-10"
"4570",49856,7,0.761904,2011,"Hector Gomez","1988-03-05"
"4571",22922,10,0.2,1983,"Albert Hall","1958-03-07"
"4572",22686,23,0.46087,1983,"Tom Grant","1957-05-28"
"4573",22459,445,0.60589,1983,"Brian Giles","1960-04-27"
"4574",27769,30,0.472148,1982,"Domingo Ramos","1958-03-29"
"4575",18163,415,0.74847,1990,"Mike Sharperson","1961-10-04"
"4576",24734,88,0.648797,1983,"Steve Lake","1957-03-14"
"4577",24525,115,0.64966,1983,"Alan Knicely","1955-05-19"
"4578",24767,524,0.778729,1983,"Ken Landreaux","1954-12-22"
"4579",25255,18,0.361111,1988,"Scott Lusader","1964-09-30"
"4580",58394,307,0.616077,2013,"Steve Lombardozzi","1988-09-20"
"4581",31574,34,0.219941,2009,"Dane Sardinha","1979-04-08"
"4582",31601,95,0.571567,2009,"Casey Kotchman","1983-02-22"
"4583",30725,82,0.465465,1989,"Ed Whited","1964-02-09"
"4584",17824,446,0.696444,1990,"Mike Pagliarulo","1960-03-15"
"4585",18194,100,0.612222,1990,"Orlando Mercado","1961-11-07"
"4586",506,320,0.933566,2000,"Charles Johnson","1971-07-20"
"4587",18190,668,0.75276,1990,"Howard Johnson","1960-11-29"
"4588",775,417,0.898352,2001,"Ken Griffey Jr.","1969-11-21"
"4589",17458,13,0.641025,2001,"Joe Oliver","1965-07-24"
"4590",789,222,0.785969,2000,"Ruben Mateo","1978-02-10"
"4591",734,570,0.66592,2002,"Aramis Ramirez","1978-06-25"
"4592",79,231,0.687371,2002,"Wes Helms","1976-05-12"
"4593",508,625,0.819753,2001,"Derrek Lee","1975-09-06"
"4594",497,12,0.431818,2001,"Ramon Castro","1976-03-01"
"4595",497,119,0.77748,2002,"Ramon Castro","1976-03-01"
"4596",285,649,0.785535,2000,"Jay Bell","1965-12-11"
"4597",389,626,0.701015,2002,"Orlando Cabrera","1974-11-02"
"4598",648,37,0.450793,2001,"Ramon Vazquez","1976-08-21"
"4599",630,231,0.656735,2001,"Tom Lampkin","1964-03-04"
"4600",26248,22,0.568182,1983,"Brad Mills","1957-01-19"
"4601",23339,21,0.095238,1985,"Leo Hernandez","1959-11-06"
"4602",30505,7,0.428571,1989,"Ron Washington","1952-04-29"
"4603",18109,88,0.707536,1984,"Mickey Tettleton","1960-09-16"
"4604",18194,27,0.472222,1988,"Orlando Mercado","1961-11-07"
"4605",18199,16,0.125,1988,"Junior Noboa","1964-11-10"
"4606",12151,8,0.5,2002,"Alex Pelaez","1976-04-06"
"4607",30929,425,0.813883,1987,"Mookie Wilson","1956-02-09"
"4608",30954,31,0.271264,1987,"Robbie Wine","1962-07-13"
"4609",30968,386,0.652599,1987,"Herm Winningham","1961-12-01"
"4610",1170,594,0.71584,2001,"Jose Offerman","1968-11-08"
"4611",1163,581,0.965961,2001,"Edgar Martinez","1963-01-02"
"4612",733,111,0.461009,2002,"Keith Osik","1968-10-22"
"4613",732,286,0.631112,2002,"Abraham Nunez","1976-03-16"
"4614",17381,23,0.465473,2001,"Chad Meyers","1975-08-08"
"4615",17373,127,0.418213,2001,"Donaldo Mendez","1978-06-07"
"4616",12481,6,0.666667,2001,"Scott Podsednik","1976-03-18"
"4617",424,394,0.869876,2000,"Fernando Tatis","1975-01-01"
"4618",16927,381,0.766966,2000,"Chad Curtis","1968-11-06"
"4619",23850,5,1.8,1987,"Darrin Jackson","1963-08-22"
"4620",11429,76,0.473684,2002,"Wil Nieves","1977-09-25"
"4621",19125,320,0.662847,1983,"Dann Bilardello","1959-05-26"
"4622",17423,17,0.117647,2001,"Lyle Mouton","1969-05-13"
"4623",2172,153,0.700186,2000,"Bruce Aven","1972-03-04"
"4624",204,676,1.01313,2001,"Albert Pujols","1980-01-16"
"4625",1602,598,0.837275,2002,"Jorge Posada","1971-08-17"
"4626",403,89,0.57967,2002,"Wilton Guerrero","1974-10-24"
"4627",4951,195,0.785116,2001,"Delino DeShields","1969-01-15"
"4628",264,628,0.675546,2002,"Corey Patterson","1979-08-13"
"4629",15448,21,0.258824,2002,"Steve Torrealba","1978-02-24"
"4630",294,276,0.944478,2002,"Erubiel Durazo","1974-01-23"
"4631",287,90,0.615172,2002,"Alex Cintron","1978-12-17"
"4632",10966,277,0.727348,2001,"Mike Mordecai","1967-12-13"
"4633",1463,21,0.645833,2000,"Casey Blake","1973-08-23"
"4634",668,272,0.653823,2001,"Ricky Ledee","1973-11-22"
"4635",666,7,0.533333,2001,"Dave Hollins","1966-05-25"
"4636",404,709,1.01032,2002,"Vladimir Guerrero","1975-02-09"
"4637",403,67,0.416026,2002,"Wilton Guerrero","1974-10-24"
"4638",59641,36,0.373737,2013,"Reymond Fuentes","1991-02-12"
"4639",59654,22,0.902256,2013,"Billy Hamilton","1990-09-09"
"4640",18165,24,1.025,1984,"Danny Tartabull","1962-10-30"
"4641",17776,24,0.541667,1990,"John Shelby","1958-02-23"
"4642",19597,71,0.594958,1979,"Bobby Brown","1954-05-25"
"4643",19597,12,0.166667,1979,"Bobby Brown","1954-05-25"
"4644",1192,331,0.772668,2001,"Tony Batista","1973-12-09"
"4645",27000,612,0.706649,1983,"Ron Oester","1956-05-05"
"4646",26789,164,0.757839,1987,"Reid Nichols","1958-08-05"
"4647",23706,618,0.674039,1982,"Glenn Hubbard","1957-09-25"
"4648",21486,479,0.806335,1987,"Len Dykstra","1963-02-10"
"4649",1456,279,0.771708,2000,"Chris Truby","1973-12-09"
"4650",1461,593,0.83716,2000,"Dmitri Young","1973-10-11"
"4651",18208,531,0.660088,1987,"Dick Schofield","1962-11-21"
"4652",27392,97,0.469719,1983,"Joe Pettini","1955-01-26"
"4653",29813,350,0.942846,1987,"Tim Teufel","1958-07-07"
"4654",30883,617,0.771007,1977,"Bump Wills","1952-07-27"
"4655",30844,3,0.333333,1977,"Mark Williams","1953-07-28"
"4656",23850,120,0.648546,1990,"Darrin Jackson","1963-08-22"
"4657",23349,493,0.671558,1990,"Tom Herr","1956-04-04"
"4658",23149,141,0.498227,1990,"Mickey Hatcher","1955-03-15"
"4659",22584,108,0.684414,1990,"Jose Gonzalez","1964-11-23"
"4660",16419,54,0.45564,2001,"Gerald Williams","1966-08-10"
"4661",297,722,0.935356,2000,"Luis Gonzalez","1967-09-03"
"4662",300,621,0.823596,2000,"Mark Grace","1964-06-28"
"4663",297,633,0.895867,2002,"Luis Gonzalez","1967-09-03"
"4664",296,577,0.868802,2002,"Steve Finley","1965-03-12"
"4665",15868,295,0.686486,2001,"Quilvio Veras","1971-04-03"
"4666",502,172,0.620361,2002,"Alex Gonzalez","1977-02-15"
"4667",511,614,0.788667,2001,"Mike Lowell","1974-02-24"
"4668",864,678,0.871043,2002,"Garret Anderson","1972-06-30"
"4669",17094,339,0.653635,2000,"Willie Greene","1971-09-23"
"4670",17226,181,0.613564,2000,"Terry Jones","1971-02-15"
"4671",37422,460,0.775137,2007,"Mike Jacobs","1980-10-30"
"4672",37297,156,0.803319,2007,"Tadahito Iguchi","1974-12-04"
"4673",20991,536,0.70004,1985,"Jody Davis","1956-11-12"
"4674",16941,200,0.785517,1984,"Eric Davis","1962-05-29"
"4675",27725,114,0.638189,1983,"John Rabb","1960-06-23"
"4676",29656,259,0.575793,1978,"Rick Sweet","1952-09-07"
"4677",21676,2,0,1982,"Juan Espino","1956-03-16"
"4678",18151,264,0.660985,1990,"Matt Nokes","1963-10-31"
"4679",18151,118,0.719499,1990,"Matt Nokes","1963-10-31"
"4680",24119,128,0.664821,1990,"Tracy Jones","1961-03-31"
"4681",953,134,0.614677,2000,"Greg Myers","1966-04-14"
"4682",494,325,0.523553,2000,"Homer Bush","1972-11-12"
"4683",245,591,0.717219,2000,"Alex Gonzalez","1973-04-08"
"4684",3,604,0.721868,2000,"Brad Ausmus","1969-04-14"
"4685",6022,24,0.651515,2001,"Ryan Freel","1976-03-08"
"4686",5857,453,0.627701,2001,"Darrin Fletcher","1966-10-03"
"4687",875,663,0.70187,2002,"Darin Erstad","1974-06-04"
"4688",872,33,0.585417,2002,"Jeff DaVanon","1973-12-08"
"4689",24774,133,0.666623,1981,"Tito Landrum","1954-10-25"
"4690",29970,63,0.644841,1983,"Tim Tolman","1956-04-20"
"4691",206,207,0.674135,2001,"Kerry Robinson","1973-10-03"
"4692",205,549,0.68543,2001,"Edgar Renteria","1976-08-07"
"4693",1609,329,0.699159,2002,"Shane Spencer","1972-02-20"
"4694",1605,91,0.672557,2002,"Juan Rivera","1978-07-03"
"4695",16630,69,0.478929,2002,"Mark Sweeney","1969-10-26"
"4696",1203,442,0.854528,2001,"Marty Cordova","1969-07-10"
"4697",1196,149,0.638179,2001,"Larry Bigbie","1977-11-04"
"4698",751,586,0.637868,2002,"Jack Wilson","1977-12-29"
"4699",31066,317,0.60029,1981,"Al Woods","1953-08-08"
"4700",30816,2,1,1981,"Dallas Williams","1958-02-28"
"4701",30781,339,0.642525,1981,"Rob Wilfong","1953-09-01"
"4702",30506,384,0.616496,1981,"U.L. Washington","1953-10-27"
"4703",30505,90,0.555377,1981,"Ron Washington","1952-04-29"
"4704",30457,326,0.684475,1981,"Gary Ward","1953-12-06"
"4705",30359,18,0.74183,1981,"Chico Walker","1958-11-25"
"4706",30442,7,0.142857,1981,"Reggie Walton","1952-10-24"
"4707",30608,207,0.54337,1983,"Brad Wellman","1959-08-17"
"4708",19869,21,0.145238,1977,"Craig Cacek","1954-09-10"
"4709",17696,99,0.513158,1990,"Gary Green","1962-01-14"
"4710",1197,15,0.204762,1990,"Mike Bordick","1965-07-21"
"4711",1179,666,0.756317,1990,"Ruben Sierra","1965-10-06"
"4712",22220,42,0.406064,1985,"Ty Gainey","1960-12-25"
"4713",1212,66,0.696817,2001,"Geronimo Gil","1975-08-07"
"4714",1211,246,0.780813,2001,"Jay Gibbons","1977-03-02"
"4715",765,55,0.388889,2002,"Gookie Dawkins","1979-05-12"
"4716",761,91,0.607046,2002,"Juan Castro","1972-06-20"
"4717",1215,602,0.649213,2001,"Jerry Hairston","1976-05-29"
"4718",16777,693,0.939037,1986,"Wade Boggs","1958-06-15"
"4719",16676,323,0.539478,1986,"Andy Allanson","1961-12-22"
"4720",285,16,1.15179,1986,"Jay Bell","1965-12-11"
"4721",17792,19,0.88772,1982,"Nick Capra","1958-03-08"
"4722",17776,35,0.8,1982,"John Shelby","1958-02-23"
"4723",17767,627,0.939841,1982,"Eddie Murray","1956-02-24"
"4724",17401,751,0.816172,1982,"Paul Molitor","1956-08-22"
"4725",805,8,0.125,2001,"Reggie Taylor","1977-01-12"
"4726",26136,164,0.682553,1989,"Joey Meyer","1962-05-10"
"4727",25469,202,0.745098,1989,"Fred Manrique","1961-11-05"
"4728",25370,10,0,1989,"Tom Magrann","1963-12-09"
"4729",22576,7,0.285714,1980,"Dan Gonzales","1953-09-30"
"4730",19674,33,0.452083,1981,"Glenn Brummer","1954-11-23"
"4731",19067,254,0.620553,1981,"Dale Berra","1956-12-13"
"4732",18849,201,0.605429,1981,"Randy Bass","1954-03-13"
"4733",18799,6,0.666666,1981,"German Barranca","1956-10-19"
"4734",25976,5,0,1977,"Tom McMillan","1951-09-13"
"4735",25421,143,0.552685,1977,"Sheldon Mallory","1953-07-16"
"4736",24767,81,0.638401,1977,"Ken Landreaux","1954-12-22"
"4737",16629,116,0.370805,2001,"Donnie Sadler","1975-06-17"
"4738",521,434,0.637326,2001,"Eric Owens","1971-02-03"
"4739",521,425,0.689975,2002,"Eric Owens","1971-02-03"
"4740",24637,15,0.342857,1980,"Wayne Krenchicki","1954-09-17"
"4741",1240,292,0.624396,2001,"Brian Roberts","1977-10-09"
"4742",1231,503,0.691702,2001,"Melvin Mora","1972-02-02"
"4743",30610,57,0.506822,1982,"Greg Wells","1954-04-25"
"4744",18352,200,0.844218,1985,"Luis Aguayo","1959-03-13"
"4745",827,6,0.333333,2001,"Bobby Estalella","1974-08-23"
"4746",789,147,0.663003,2001,"Ruben Mateo","1978-02-10"
"4747",414,25,0.50087,2002,"Henry Mateo","1976-10-14"
"4748",412,252,0.722926,2002,"Jose Macias","1972-01-25"
"4749",1614,245,0.755755,2002,"John Vander Wal","1966-04-29"
"4750",1611,13,0.769231,2002,"Marcus Thames","1977-03-06"
"4751",215,690,0.775007,2001,"Fernando Vina","1969-04-16"
"4752",207,653,0.876449,2001,"Scott Rolen","1975-04-04"
"4753",51974,65,0.57301,2008,"Matt Antonelli","1985-04-08"
"4754",16677,195,0.761904,2001,"Chad Allen","1975-02-06"
"4755",16658,41,0.296951,2001,"Larry Barnes","1974-07-23"
"4756",428,681,0.867678,2002,"Jose Vidro","1974-08-27"
"4757",525,158,0.801328,2001,"Mike Redmond","1971-05-05"
"4758",525,290,0.758247,2002,"Mike Redmond","1971-05-05"
"4759",515,495,0.93053,2001,"Kevin Millar","1971-09-24"
"4760",86,659,0.878206,2002,"Andruw Jones","1977-04-23"
"4761",85,662,0.971541,2002,"Chipper Jones","1972-04-24"
"4762",430,603,0.839612,2002,"Brad Wilkerson","1977-06-01"
"4763",16729,19,0.157895,2001,"Kimera Bartee","1972-07-21"
"4764",16725,51,0.785592,2001,"Andy Barkett","1974-09-05"
"4765",30685,4,0.5,1977,"Larry Whisenton","1956-07-03"
"4766",30505,20,0.768421,1977,"Ron Washington","1952-04-29"
"4767",19313,326,0.592958,1978,"Barry Bonnell","1953-10-27"
"4768",17319,142,0.645026,2001,"Dave Magadan","1962-09-30"
"4769",17295,90,0.895425,2001,"Mark Little","1972-07-11"
"4770",17220,136,0.812811,2001,"Mark Johnson","1967-10-17"
"4771",4951,643,0.8126,2000,"Delino DeShields","1969-01-15"
"4772",875,711,0.690732,2001,"Darin Erstad","1974-06-04"
"4773",446,171,0.659091,2002,"Tom Goodwin","1968-07-27"
"4774",939,288,0.94344,2000,"David Justice","1966-04-14"
"4775",900,296,0.794282,2000,"Orlando Palmeiro","1969-01-19"
"4776",845,13,0.48951,2000,"Jose Ortiz","1977-06-13"
"4777",759,220,0.871314,2000,"Russell Branyan","1975-12-19"
"4778",9495,48,0.640504,2001,"Mendy Lopez","1973-10-15"
"4779",48,282,0.666094,2001,"Jose Vizcaino","1968-03-26"
"4780",877,479,0.888463,2002,"Brad Fullmer","1975-01-17"
"4781",876,12,0.416667,2002,"Chone Figgins","1978-01-22"
"4782",10295,4,0.666666,2001,"Donzell McDonald","1975-02-20"
"4783",20091,94,0.469534,1988,"Juan Castillo","1962-01-25"
"4784",29487,473,0.848057,1983,"Darryl Strawberry","1962-03-12"
"4785",19833,12,0.704545,1987,"Sal Butera","1952-09-25"
"4786",19856,17,0.727941,1987,"Randy Byers","1964-10-02"
"4787",31438,80,0.553289,2007,"Reggie Abercrombie","1980-07-15"
"4788",31435,260,0.799899,2007,"Chad Tracy","1980-05-22"
"4789",31426,199,0.658975,2007,"Scott Hairston","1980-05-25"
"4790",31426,95,0.98052,2007,"Scott Hairston","1980-05-25"
"4791",31420,25,0.54087,2007,"Brian Barden","1981-04-02"
"4792",31420,12,0.166667,2007,"Brian Barden","1981-04-02"
"4793",25144,65,0.90771,1985,"Steve Lombardozzi","1960-04-26"
"4794",25139,70,0.53877,1985,"Doug Loman","1958-05-09"
"4795",24911,43,0.438095,1985,"Manny Lee","1965-06-17"
"4796",24883,38,0.520301,1985,"Rick Leach","1957-05-04"
"4797",17462,5,0.4,2001,"William Ortega","1975-07-24"
"4798",419,123,0.56338,2000,"Brian Schneider","1976-11-26"
"4799",354,640,0.639662,2000,"Marquis Grissom","1967-04-17"
"4800",30171,60,0.775926,2000,"Pedro Valdes","1973-06-29"
"4801",903,35,0.780357,2002,"Julio Ramirez","1977-08-10"
"4802",900,300,0.721855,2002,"Orlando Palmeiro","1969-01-19"
"4803",879,671,0.805141,2002,"Troy Glaus","1976-08-03"
"4804",11778,63,0.598653,2001,"Luis Ordaz","1975-08-12"
"4805",11604,376,0.734822,2001,"Troy O'Leary","1969-08-04"
"4806",806,433,0.82854,2005,"Todd Walker","1973-05-25"
"4807",812,228,0.569135,2005,"Gary Bennett","1972-04-17"
"4808",18199,12,0.727272,1984,"Junior Noboa","1964-11-10"
"4809",18190,402,0.718487,1984,"Howard Johnson","1960-11-29"
"4810",18189,431,0.727849,1984,"Dion James","1962-11-09"
"4811",18166,28,0.765873,1984,"Dave Valle","1960-10-30"
"4812",26477,8,0.928571,1977,"Jim Morrison","1952-09-23"
"4813",17496,16,0.645833,2001,"Robert Perez","1969-06-04"
"4814",17482,43,0.790131,2001,"Jarrod Patterson","1973-09-07"
"4815",1231,652,0.741892,2002,"Melvin Mora","1972-02-02"
"4816",1224,112,0.553244,2002,"Luis Lopez","1970-09-04"
"4817",26198,14,0.928571,1984,"Eddie Miller","1957-06-29"
"4818",17900,313,0.8479,1981,"Kirk Gibson","1957-05-28"
"4819",17903,73,0.659579,1981,"Kent Hrbek","1960-05-21"
"4820",17306,42,1.19468,2000,"Terrell Lowery","1970-10-25"
"4821",1290,479,0.695978,2000,"Ruben Rivera","1973-11-14"
"4822",1069,48,0.466124,2000,"Jason Tyner","1977-04-23"
"4823",834,697,1.16169,2000,"Todd Helton","1973-08-20"
"4824",761,244,0.649404,2000,"Juan Castro","1972-06-20"
"4825",760,545,0.901988,2000,"Sean Casey","1974-07-02"
"4826",650,680,0.969995,2000,"Bobby Abreu","1974-03-11"
"4827",460,631,0.720833,2000,"Bill Mueller","1971-03-17"
"4828",17423,109,0.781614,2000,"Lyle Mouton","1969-05-13"
"4829",17329,56,0.455027,2000,"Dave Martinez","1964-09-26"
"4830",1589,679,0.896287,2000,"Derek Jeter","1974-06-26"
"4831",18144,79,0.368996,1990,"Jimmy Kremers","1965-10-08"
"4832",16942,390,0.80676,1985,"Glenn Davis","1961-03-28"
"4833",17401,556,0.672907,1978,"Paul Molitor","1956-08-22"
"4834",17711,130,0.490563,1978,"Rance Mulliniks","1956-01-15"
"4835",18208,346,0.616388,1989,"Dick Schofield","1962-11-21"
"4836",25311,8,0,1980,"Mike Macha","1954-02-17"
"4837",536,582,0.758722,2002,"Preston Wilson","1974-07-19"
"4838",536,513,0.824974,2001,"Preston Wilson","1974-07-19"
"4839",1241,3,0,2002,"Ed Rogers","1978-08-29"
"4840",30363,247,0.619991,1983,"Duane Walker","1957-03-13"
"4841",24982,11,0.863636,1977,"Jeffrey Leonard","1955-09-22"
"4842",17791,233,0.863424,1985,"Ivan Calderon","1962-03-19"
"4843",17789,51,0.440976,1985,"Scott Bradley","1960-03-22"
"4844",17780,677,0.692477,1985,"Alan Trammell","1958-02-21"
"4845",17776,214,0.74075,1985,"John Shelby","1958-02-23"
"4846",17275,43,0.55407,2000,"Aaron Ledesma","1971-06-03"
"4847",16949,77,0.81941,2000,"Tomas De La Rosa","1978-01-28"
"4848",16932,228,0.732349,2000,"Mike Darr","1976-03-21"
"4849",925,411,0.835955,2002,"Ray Durham","1971-11-30"
"4850",923,653,0.860447,2002,"Eric Chavez","1977-12-07"
"4851",459,201,0.77842,2002,"Damon Minor","1974-01-05"
"4852",457,3,1.66667,2002,"Trey Lunsford","1979-05-25"
"4853",877,573,0.770797,2001,"Brad Fullmer","1975-01-17"
"4854",17864,428,0.643436,1990,"Don Mattingly","1961-04-20"
"4855",27767,70,0.640046,1983,"Bobby Ramos","1955-11-05"
"4856",27774,192,0.646044,1983,"Mike Ramsey","1954-03-29"
"4857",27785,24,0.683333,1983,"Jeff Ransom","1960-11-11"
"4858",16709,361,0.770786,1990,"Wally Backman","1959-09-22"
"4859",28731,10,0.422222,1983,"Jimmy Sexton","1951-12-15"
"4860",28850,2,1,1983,"Razor Shines","1956-07-18"
"4861",27635,577,0.696544,1990,"Jim Presley","1961-10-23"
"4862",27175,7,0.928571,1990,"Johnny Paredes","1962-09-02"
"4863",26498,572,0.654801,1989,"Lloyd Moseby","1959-11-05"
"4864",17900,521,0.863217,1986,"Kirk Gibson","1957-05-28"
"4865",17899,75,0.571015,1986,"Ken Gerhart","1961-05-19"
"4866",17867,147,0.520854,1986,"Spike Owen","1961-04-19"
"4867",17611,19,0.398026,2001,"Angel Santos","1979-08-14"
"4868",17605,19,0.557276,2001,"Anthony Sanders","1974-03-02"
"4869",1254,250,0.807768,2002,"Frank Catalanotto","1974-04-27"
"4870",17594,7,0,2001,"Rob Ryan","1973-06-24"
"4871",30289,512,0.764935,1984,"Ozzie Virgil","1956-12-07"
"4872",27719,253,0.55079,1989,"Rey Quinones","1963-11-11"
"4873",27769,204,0.668529,1989,"Domingo Ramos","1958-03-29"
"4874",18209,452,0.642015,1988,"Mike Scioscia","1958-11-27"
"4875",28089,152,0.500397,1984,"Andre Robertson","1957-10-02"
"4876",20991,8,0.875,1988,"Jody Davis","1956-11-12"
"4877",50,235,0.783498,2001,"Daryle Ward","1975-06-27"
"4878",114,2,0,2000,"Paul Bako","1972-06-20"
"4879",115,667,0.743241,2000,"Ronnie Belliard","1975-04-07"
"4880",16713,94,0.344985,2001,"Harold Baines","1959-03-15"
"4881",878,278,0.806633,2001,"Benji Gil","1972-10-06"
"4882",460,413,0.756789,2002,"Bill Mueller","1971-03-17"
"4883",30914,533,0.713371,1983,"Glenn Wilson","1958-12-22"
"4884",30937,4,0.75,1983,"Tack Wilson","1956-05-16"
"4885",24724,36,0.527778,1985,"Mike Laga","1960-06-14"
"4886",17630,18,0.819444,2001,"Scott Servais","1967-06-04"
"4887",17628,54,0.365185,2001,"Fernando Seguignol","1975-01-19"
"4888",708,232,0.58192,2002,"Adrian Brown","1974-02-07"
"4889",696,10,0.4,2002,"Eric Valent","1977-04-04"
"4890",48402,239,0.740826,2013,"Xavier Paul","1985-02-25"
"4891",1621,68,0.713235,2002,"Chris Widger","1971-05-21"
"4892",18189,271,0.76803,1989,"Dion James","1962-11-09"
"4893",18188,592,0.764158,1989,"Brook Jacoby","1959-11-23"
"4894",27811,18,0.444444,1980,"Floyd Rayford","1957-07-27"
"4895",27928,412,0.835923,1980,"Dave Revering","1953-02-12"
"4896",27989,72,0.489632,1980,"Mike Richardt","1958-05-24"
"4897",28105,5,0,1980,"Bruce Robinson","1954-04-16"
"4898",28206,115,0.674353,1980,"Ed Romero","1957-12-09"
"4899",22617,26,0.163478,1977,"Mike Gordon","1953-09-11"
"4900",22586,413,0.602692,1977,"Julio Gonzalez","1952-12-25"
"4901",17220,61,0.541177,2002,"Mark Johnson","1967-10-17"
"4902",17209,40,0.4,2002,"Marcus Jensen","1972-12-14"
"4903",318,10,0.2,2002,"Lyle Overbay","1977-01-28"
"4904",16794,21,0.571428,2001,"Jeff Branson","1967-01-26"
"4905",16782,198,0.647161,2001,"Bobby Bonilla","1963-02-23"
"4906",1231,242,0.739923,2000,"Melvin Mora","1972-02-02"
"4907",1237,18,0.534722,2000,"Chris Richard","1974-06-07"
"4908",45390,337,0.663953,2011,"Roger Bernadina","1984-06-12"
"4909",17552,58,0.561742,2002,"Jeff Reboulet","1964-04-30"
"4910",17572,25,0.25,2002,"Henry Rodriguez","1967-11-08"
"4911",834,696,1.11649,2001,"Todd Helton","1973-08-20"
"4912",17783,559,0.601961,1990,"Eric Yelding","1965-02-22"
"4913",29446,282,0.644264,1985,"Jeff Stone","1960-12-26"
"4914",17791,26,0.644231,1984,"Ivan Calderon","1962-03-19"
"4915",29039,77,0.895134,1983,"Chris Smith","1957-07-18"
"4916",29093,13,0.647436,1983,"Ken Smith","1958-02-12"
"4917",19107,3,2.16667,1982,"Buddy Biancalana","1960-02-02"
"4918",24856,621,0.773303,1985,"Vance Law","1956-10-01"
"4919",16951,56,0.809091,1990,"Steve Decker","1965-10-25"
"4920",17394,107,0.47575,2001,"Ryan Minor","1974-01-05"
"4921",41401,57,0.544853,2007,"Humberto Quintero","1979-08-02"
"4922",40737,161,0.745439,2007,"Angel Pagan","1981-07-02"
"4923",40851,494,0.703262,2007,"Ronny Paulino","1981-04-21"
"4924",40947,33,0.515151,2007,"Brayan Pena","1982-01-07"
"4925",41127,194,0.604166,2007,"Felix Pie","1985-02-08"
"4926",23887,133,0.614991,2000,"John Jaha","1966-05-27"
"4927",24142,32,0.626078,2000,"Felix Jose","1965-05-02"
"4928",61,484,0.812383,2001,"Vinny Castilla","1967-07-04"
"4929",60,63,0.691002,2001,"Darren Bragg","1969-09-07"
"4930",57,357,0.633722,2001,"Henry Blanco","1971-08-29"
"4931",17103,626,0.588177,1989,"Ozzie Guillen","1964-01-20"
"4932",557,15,0.480953,2001,"Raul Gonzalez","1973-12-27"
"4933",547,651,0.850717,2001,"Jeromy Burnitz","1969-04-15"
